outer_target_code	source_regime_id	source_mic_supervision_status	model_kind	support_budget_percent	query_id	held_out_antibiotic	seed_count	observations_mean_across_seeds	rmse_mean_across_seeds	rmse_sd_across_seeds	mae_mean_across_seeds	mae_sd_across_seeds	r2_mean_across_seeds	r2_sd_across_seeds	pearson_mean_across_seeds	pearson_sd_across_seeds	spearman_mean_across_seeds	spearman_sd_across_seeds	one_tier_accuracy_mean_across_seeds	one_tier_accuracy_sd_across_seeds
ec			target_only_full_support	100	drug_held_out__chloramphenicol	chloramphenicol	3	2843.0	1.5181900027808644	0.11914901673331664	1.0745418902780515	0.07961226256614212	-1.282441192393371	0.36278086413735716	0.06173385671339383	0.038410634538013716	0.1339416559648827	0.02730337267628441	0.5759174580841834	0.061241687798695675
ec			target_only_full_support	100	drug_held_out__ciprofloxacin	ciprofloxacin	3	6467.0	4.40685902861273	0.5704762620939833	3.533106048803564	0.5003810515548961	-0.25532838425388427	0.3308173822819072	0.7794349179747876	0.11735044263421354	0.7706821774873595	0.14576001680406867	0.2528735632183908	0.04852373848291526
ec			target_only_full_support	100	drug_held_out__imipenem	imipenem	3	4219.0	3.2262357334902787	0.4366824282262489	3.018652649119083	0.426655840802066	-4.410066234188417	1.3944859690657867	0.499574111492177	0.22987491305768298	0.42196221896123803	0.23927656480866863	0.025361460061625932	0.010030862275183168
ec			target_only_full_support	100	drug_held_out__levofloxacin	levofloxacin	3	2738.0	1.2269307762076613	0.012713560556982702	1.0229721636501634	0.04011005240455135	0.7230567606251688	0.005756064714658449	0.9157961483853988	0.004042602856787994	0.824199407955684	0.0003146810614863358	0.5752373995617238	0.07739173142327381
ec			target_only_full_support	100	drug_held_out__meropenem	meropenem	3	5380.0	3.088983358084654	0.1862147332659877	2.6481518840389566	0.14865224702512067	-1.1548231892748715	0.25845997972073637	0.6291535991779078	0.06989181762890316	0.5839494129087939	0.06617088196153584	0.18401486988847582	0.024192861855343438
ec			target_only_full_support	100	drug_held_out__minocycline	minocycline	3	3425.0	1.85716689986181	0.19715249982582506	1.340244801802937	0.15209675054958602	-1.0335636406883462	0.43336096732341894	0.7104032271375784	0.006682294307238629	0.623789758648062	0.006124936751510097	0.5276885644768857	0.05879594137539822
ec			target_only_full_support	100	drug_held_out__tetracycline	tetracycline	3	2057.0	2.7523161902323796	0.08540704651359901	2.0581653129120467	0.09682475248832431	0.1020774856100539	0.05597375939485748	0.7133123958609661	0.02137975800445064	0.7294477138080634	0.02331144056288107	0.4321827904715605	0.031666657451601875
ec			target_only_full_support	100	drug_held_out__tigecycline	tigecycline	3	3734.0	3.077716321440558	0.43356391941498085	2.872533038973215	0.42589329021926137	-17.064467813852755	4.972534717284097	0.31215553784976735	0.04547652612061708	0.3417096781458955	0.04270458041994102	0.04534904481342613	0.025876996126286075
ec			target_only_full_support	100	drug_held_out__tobramycin	tobramycin	3	3019.0	1.6636874779615498	0.06259702764396496	1.529682328267459	0.054583904403377306	-0.20889511043792472	0.09036611483251808	0.38132268438839695	0.03654541814796887	0.2805274172791156	0.046632159579289616	0.2277796179750469	0.03611733010899712
ec			target_only_scratch	1	drug_held_out__amikacin	amikacin	3	4242.0	1.7011418456613105	0.3997048268576074	1.3934733602312004	0.3728239765112002	-2.7237077636278606	1.5840058806627106	0.16394804179186256	0.052737949217287805	0.14454445939214272	0.03237671893753199	0.4376080465189376	0.1618776596220793
ec			target_only_scratch	1	drug_held_out__ampicillin	ampicillin	3	1715.0	5.83207343429929	0.14405468784662506	5.2449049712150595	0.16909236807512917	-4.219600682154083	0.2579241913223757	0.3534948427299871	0.011895801667092072	0.31143805193577606	0.005445823344824774	0.0147716229348882	0.0035627410650773948
ec			target_only_scratch	1	drug_held_out__aztreonam	aztreonam	3	2782.0	2.132067414936161	0.05508302539971499	1.6769329985996932	0.03889892369642319	-0.12808783356761946	0.058075049656150596	0.4430431555155822	0.017752870816927325	0.45084058135974514	0.011813791331479683	0.3635274382937934	0.0077122142543753405
ec			target_only_scratch	1	drug_held_out__cefepime	cefepime	3	3333.0	2.7997379187768523	0.360169496556627	2.2970596117345004	0.34170235239776314	-0.3264052953260062	0.3477633199024468	0.4180350799857879	0.021465280174685387	0.42583122312789184	0.025197891574240728	0.273027302730273	0.0853035477942524
ec			target_only_scratch	1	drug_held_out__cefmetazole	cefmetazole	3	2441.0	3.0447981001972946	0.028754583244384596	2.6731828808616354	0.013454987264425776	-1.1438581681342506	0.04039332472756549	-0.20283285612648064	0.015195977940503666	-0.22644637845067747	0.01628496724550177	0.15089444216851014	0.009731954555562946
ec			target_only_scratch	1	drug_held_out__cefotaxime	cefotaxime	3	5490.0	4.200914417066372	0.06416670073768713	3.4884955330407466	0.06524002532105727	0.2040914242683327	0.02421009498085096	0.4745564933409104	0.025539845877687053	0.508951892439542	0.023637994661935287	0.1114754098360655	0.018670976042130343
ec			target_only_scratch	1	drug_held_out__cefoxitin	cefoxitin	3	1747.0	2.0600667573555556	0.15388967180369767	1.7393690953640693	0.16183189452479704	-1.4291756634066273	0.36823141269548715	0.3431429310852936	0.00517699569669924	0.3332912817116968	0.013420125775817951	0.26464415187941226	0.03288908441353213
ec			target_only_scratch	1	drug_held_out__ceftazidime	ceftazidime	3	5986.0	3.2211137006908808	0.10739542519994985	2.6095458795198794	0.1038415932214663	-0.18694627622857804	0.07840957195406784	0.48822793140510945	0.013469729339035253	0.5290913146156784	0.012880299640641092	0.18676912796525222	0.027506545783923007
ec			target_only_scratch	1	drug_held_out__ceftriaxone	ceftriaxone	3	3220.0	3.6191521114421783	0.08065901767695777	3.0925834656972633	0.04315479787714334	-0.06716972816109466	0.04769216527565453	0.47700894089763174	0.038741527068019734	0.4449967852810177	0.03557040701236742	0.17598343685300202	0.00616702733275627
ec			target_only_scratch	1	drug_held_out__cefuroxime	cefuroxime	3	4043.0	2.315908008183667	0.023487853378053772	1.9408146395914763	0.027727185873793973	-0.9455147695117775	0.039574405467603345	0.1494262293726896	0.019515543246855817	0.13124158753860318	0.02451241712333807	0.26918954571687687	0.010804965308006554
