outer_target_code	source_regime_id	model_kind	support_budget_percent	normalized_antibiotic	fold_count	observations_mean_across_folds	rmse_mean_across_folds	rmse_sd_across_folds	mae_mean_across_folds	mae_sd_across_folds	r2_mean_across_folds	r2_sd_across_folds	pearson_mean_across_folds	pearson_sd_across_folds	spearman_mean_across_folds	spearman_sd_across_folds	one_tier_accuracy_mean_across_folds	one_tier_accuracy_sd_across_folds
ec	kp_plus_se_to_ec	source_pretrained_few_shot	5	cefmetazole	5	488.2	1.8100170863139913	0.042401735855767064	1.3992764378727987	0.03856944602762012	0.23738878930399404	0.0337606606618418	0.5239393843473015	0.04073046441799346	0.4760732975230737	0.04904942314827525	0.4782099634583794	0.02062512158963483
ec	kp_plus_se_to_ec	source_pretrained_few_shot	5	cefotaxime	5	1098.0	2.9772564650541646	0.0959085152275169	2.046237144191734	0.062282573075666245	0.6000321127785395	0.0188037325036986	0.7778941270402414	0.011869283747643589	0.7579411855581318	0.0056773463415036125	0.4460230722525805	0.015175166457061441
ec	kp_plus_se_to_ec	source_pretrained_few_shot	5	cefoxitin	5	349.4	1.1375377909113369	0.04931298884197922	0.8336091366136047	0.021832675994347836	0.26024762980199834	0.041583139824176545	0.5662272521124574	0.03620852887839215	0.34933845235290495	0.03730030218915269	0.710168518382463	0.006795851788565212
ec	kp_plus_se_to_ec	source_pretrained_few_shot	5	ceftazidime	5	1197.2	2.092068338521303	0.112394690720549	1.4557098239863204	0.013556738689808825	0.49933072541998647	0.030333626312587184	0.7263395654688523	0.01721787964457372	0.723669981713667	0.005119981498470747	0.4823451691740945	0.012209279088639063
ec	kp_plus_se_to_ec	source_pretrained_few_shot	5	ceftriaxone	5	644.0	2.0346089210859777	0.2356743424266447	1.1832834173587785	0.1385690627822574	0.6578185741034418	0.08373157961454238	0.8349304776209191	0.03382920513360202	0.7660550855847686	0.026360981682811077	0.6800207039337474	0.04520977836549392
ec	kp_plus_se_to_ec	source_pretrained_few_shot	5	cefuroxime	5	808.6	1.5688383778071269	0.05863911843552265	1.2349727289269419	0.03262947720969822	0.10549584457191068	0.04705127687040091	0.40025134164560205	0.031119615296076538	0.30275029197632286	0.019712905686140824	0.4979045427547836	0.014899501385236739
ec	kp_plus_se_to_ec	source_pretrained_few_shot	5	chloramphenicol	5	568.6	0.9806328798604518	0.051116081953490475	0.6877739864538063	0.03910770565366682	0.043824644225199036	0.09474300743924988	0.49929109067285377	0.03060841947728876	0.3959633123193919	0.03258393658470668	0.7528428921507958	0.020287287105551947
ec	kp_plus_se_to_ec	source_pretrained_few_shot	5	ciprofloxacin	5	1293.4	2.455651915788664	0.07754780778437684	1.778009850078036	0.030285520494659532	0.6141762576368779	0.013205850287965105	0.8043279473273934	0.010293271313245353	0.7799160528787744	0.005946538851973059	0.33034550165696236	0.023716844002796708
ec	kp_plus_se_to_ec	source_pretrained_few_shot	5	imipenem	5	843.8	1.218956573240592	0.0455492540425997	0.8517884930986253	0.024191481966865536	0.23511767673821332	0.03231225455880819	0.49615276730962743	0.028976651654324247	0.44791096843647094	0.023568373471190576	0.6832532199940407	0.017761030090368356
ec	kp_plus_se_to_ec	source_pretrained_few_shot	5	levofloxacin	5	547.6	1.035380510746579	0.05838344429348111	0.7770605301580304	0.032061838814935156	0.80194014815592	0.02338944272437076	0.9063515673336872	0.013314061208790078	0.7646724226352679	0.019467653653742065	0.7003934813348656	0.02739695262848439
ec	kp_plus_se_to_ec	source_pretrained_few_shot	5	meropenem	5	1076.0	1.9275879501861461	0.02581153725407346	1.5074676366322102	0.042091896648158066	0.16220446772728214	0.019196177832510434	0.4181297001782191	0.012090246616254307	0.3605404622800906	0.008822272862086528	0.43339529120198267	0.056374425914925835
ec	kp_plus_se_to_ec	source_pretrained_few_shot	5	minocycline	5	685.0	1.2599338471436496	0.04755423987154893	1.040833865818532	0.03918852787903231	0.06688751322547223	0.08072419016686318	0.44796235738023144	0.08470293555990448	0.4648962945856101	0.06399706867614795	0.5776975280779368	0.025783139790746597
