outer_target_code	source_regime_id	normalized_antibiotic	replicate_count	rmse_mean	rmse_sd	mae_mean	mae_sd	r2_mean	r2_sd	pearson_mean	pearson_sd	spearman_mean	spearman_sd	one_tier_accuracy_mean	one_tier_accuracy_sd	observations
kp	se_plus_ec_to_kp	levofloxacin	3	1.6160565546360555	0.08233739084453774	1.1695390406653112	0.08779358654052846	0.30374297908049236	0.07104535445975686	0.6890651762106419	0.01594935405774829	0.6371681517601617	0.009660010693929506	0.5519436997319035	0.05404800968867459	2984
kp	se_plus_ec_to_kp	meropenem	3	3.963450296646984	0.36788250612019535	3.1655874063995335	0.27799592258949085	-0.5781672986171569	0.2887834134304578	0.3519849898067477	0.11169651062475007	0.3377445820523836	0.16979265259660684	0.18860473862354266	0.01301561675868539	5318
kp	se_plus_ec_to_kp	minocycline	3	1.9827206925568828	0.18790681929214198	1.5384991244826798	0.16538694507098411	-0.5873508449227199	0.30453216648972065	0.3821026816064425	0.06100423567432002	0.3983057238693653	0.05347366002005214	0.431959040689841	0.07252876067875973	1237
kp	se_plus_ec_to_kp	tetracycline	3	1.6441615268777008	0.02676780780426426	1.3023381547818491	0.03418281776623008	0.05854907602314854	0.030526286103433525	0.5147208093287707	0.042737241959272275	0.5106161113219234	0.046278614836351616	0.46118084611808463	0.024875410918961886	2151
kp	se_plus_ec_to_kp	tigecycline	3	2.3403601345045426	0.1620982146015115	2.0538354349021173	0.16194527430228714	-3.298166336822986	0.5956357981297442	-0.0387787027690391	0.02738027187838309	-0.04109175239311726	0.018510450744702193	0.1875728802265533	0.031138617140979683	2001
kp	se_plus_ec_to_kp	tobramycin	3	1.8811542723210142	0.23980580968580248	1.4446332019020869	0.23646830632252216	-0.23456483071438972	0.29997776249210706	0.5125542558854314	0.031086948325509987	0.49496575412335614	0.048421048288437664	0.4824821526633718	0.1040275149027996	3035
kp	se_to_kp	amikacin	3	2.36688215236752	0.3955375001671712	1.8341890025075596	0.34875087078130085	-0.8062637006585475	0.6140449990194261	0.1666533277221988	0.03100855888975517	0.18681721248052688	0.06075382752958294	0.3611111111111111	0.06630393338121308	3816
kp	se_to_kp	aztreonam	3	2.8261672776258666	0.49963151811788165	2.231613703665597	0.5593510103176239	-1.5328465039407633	0.9215714606180375	0.25899373617267524	0.03555033889450572	0.15398351865707519	0.03352786682135288	0.3415375265876633	0.146538192887388	3291
kp	se_to_kp	cefepime	3	3.508446374261188	0.12514255483989317	2.7368622884766225	0.11088608401483664	-1.737536167055878	0.19342024589498613	0.1675697402949121	0.02692236639169726	0.11903962972538196	0.026163054127773224	0.28253325621746667	0.023221353267651557	3458
kp	se_to_kp	cefmetazole	3	3.1473060303046716	0.1908926265650874	2.625401244449525	0.20050243406787385	-0.3011786474480152	0.1600920916692363	-0.07597260253964176	0.07106382922169191	-0.08919543835329875	0.04679409591404786	0.20822837951301423	0.023370555264008046	794
kp	se_to_kp	cefotaxime	3	4.725168022437619	0.11062600212384585	3.897292751378155	0.1269366992914275	-2.419538882814014	0.16039468894098277	0.4122439848482032	0.0153491653390286	0.3907784631066018	0.010646707613049266	0.16595204065427982	0.025238130916547818	2099
kp	se_to_kp	cefoxitin	3	2.618286567784311	0.20009457787794502	2.1698558372479115	0.1800323205898291	-1.715652528469116	0.4116449365633726	0.03955520165892396	0.08475911725529049	0.011233951028983233	0.10490226393014808	0.2929868280526878	0.004330909597933939	2809
kp	se_to_kp	ceftazidime	3	3.092562955709886	0.43425810814302557	2.4116534038920197	0.460432654514134	-1.1343251516256947	0.6153339629004182	0.28681159863995354	0.020538542460305502	0.20762390153957877	0.025082271186307795	0.32837767344809593	0.10655809997563293	3834
kp	se_to_kp	ceftriaxone	3	4.3944521539363635	0.16870245856979604	3.3091177917920063	0.3258501470099151	-3.87938903119962	0.3701825328666719	0.37315389879879574	0.018369157004120052	0.2560171347077341	0.032232626126927635	0.28040854224698236	0.10887662719998836	2872
kp	se_to_kp	cefuroxime	3	3.3916685829506386	0.38843484447664106	2.959677622603834	0.43576280490049185	-3.1449449465713655	0.9140133300600015	0.09666338558346131	0.022428814378900607	0.06521480007981946	0.032256558023092075	0.13472668810289382	0.048692332337455804	3110
kp	se_to_kp	ciprofloxacin	3	2.997298024030377	0.23541524029730135	2.3384434025987777	0.22765226502259578	-1.4788637319506879	0.38630561800147994	0.6127350558295023	0.017567986263066365	0.5771273584480645	0.02814585894952767	0.3012048192771084	0.030693849754613308	4067
kp	se_to_kp	imipenem	3	4.256375582716022	0.49800081426901155	3.624945275378862	0.5187108686411298	-2.2819212820442103	0.735342733692993	0.2467885539861061	0.2136122796000185	0.26189303146603765	0.228162223220752	0.07449605609114802	0.035759586694323664	3423
